bls_power,bls_snr,depth,duration_hr,period,n_transits,duration_over_period,odd_even_diff,secondary_depth_ppm,quarter_recurrence_frac,depth_snr,duration_at_grid_max,ls_power_at_bls,ls_local_power_ratio,found_candidate,kepid
27.58231299001437,27.582312990017314,0.0006389757746618763,13.0,325.9867271746515,5,0.0016616218438134812,0.896103730949592,15.433442456691537,1.0,27.582312990017314,0.0,0.00022943174646986635,3.4478207935814913,1,10002867
98.71861882805482,98.71861882802357,0.000491515677719212,15.0,204.40659441701322,7,0.0030576312950301755,0.9179622524822638,34.28310777342514,0.8571428571428571,98.71861882802357,1.0,0.00011892339498917867,0.8728856171183973,1,10057494
21.610731586310017,21.61073158632542,0.0005791561615351437,11.0,199.22465649481902,7,0.002300585386353785,0.78959484348637,25.157868927871974,0.8333333333333334,21.61073158632542,0.0,5.127589081798702e-05,1.0988639089331942,1,10006971
26.123114685793183,26.123114685789485,0.00020037769110736736,13.0,123.30559892385362,11,0.004392879734529885,0.9461460310613008,5.884195725336383,0.7777777777777778,26.123114685789485,0.0,0.00023088257997208635,3.694255334826023,1,10058491
22.010595132147795,22.010595132139645,0.000303028387029336,15.0,159.14711642157087,8,0.0039271839418341305,0.3289537402657713,-1.854654720023774,1.0,22.010595132139645,1.0,5.229537935904859e-05,1.2676541193197162,1,10089175
39.45943911065,39.45943911064702,0.0005321788280591155,15.0,153.90800718851028,9,0.00406086734158337,0.6194835299878181,1.9709127230260748,0.8571428571428571,39.45943911064702,1.0,0.0001826480610576276,1.5869324110247687,1,10094670
22.31206475314442,22.312064753129977,0.00036201434428428936,15.0,164.75621946775243,9,0.0037934834995551146,0.7150009120713627,-8.443526990253858,0.7142857142857143,22.312064753129977,1.0,2.5187272628865577e-05,1.0,1,10097171
30.000947895753885,30.000947895761094,0.00044302894340708665,15.0,153.81064450283873,8,0.004063437885070854,0.04649836114179721,-0.2700720695969494,0.7142857142857143,30.000947895761094,1.0,6.794182274420182e-05,1.0706417014536624,1,10189884
71.39018190119778,71.3901819012171,0.00022823528504400947,15.0,5.347911153807665,273,0.11686805970121728,0.30168990466172335,-47.38175035967629,0.8235294117647058,71.3901819012171,1.0,0.06262114423288456,79.06416296863651,1,10208470
29.150376136571506,29.15037613656362,0.0003899759315089124,13.0,123.30559892385362,12,0.004392879734529885,0.9573021234941689,-17.004803465558993,0.7,29.15037613656362,0.0,9.419123982261384e-05,3.3133243528416574,1,10190481
30.441371107008656,30.441371106992523,0.00037224363308929753,13.0,123.30559892385362,12,0.004392879734529885,0.8310432660097455,-0.9197624952772543,0.8,30.441371106992523,0.0,0.0001283213724610244,5.771485676262353,1,10252901
22.49771427467811,22.497714274667164,0.00040119308777941676,13.0,207.09498655396723,7,0.0026155469800593785,1.0988230313961096,0.0,0.6666666666666666,22.497714274667164,0.0,4.421943916451569e-05,1.4897947452784202,1,10266195
45.3689040620111,45.368904062015716,0.0012456045637705415,3.0,198.60198317947865,8,0.0006293995558293908,0.09823812445401045,1259.8559357122062,1.0,45.368904062015716,0.0,6.147037558584592e-05,1.9544856139373776,1,10360825
31.218072508278674,31.21807250826934,0.000707462452271268,15.0,246.66820272003295,6,0.0025337680053937536,0.4348237704984906,-9.912170848336288,1.0,31.21807250826934,1.0,1.8189717607972998e-05,1.5380629923404197,1,10322913
27.68763450834095,27.687634508337077,0.000520399644705849,7.0,155.33749114008518,9,0.0018776321448608839,0.6980304336331596,-6.300532414460491,0.75,27.687634508337077,0.0,0.00013784047749829502,1.5689215876873517,1,10385248
18.57317687715415,18.573176877149397,0.00014534930599618967,15.0,199.9673593951235,8,0.0031255100926998666,0.9865680696742083,0.0,0.5714285714285714,18.573176877149397,1.0,0.00010539800707529847,3.6857112390762494,1,10417251
39.055856810561394,39.05585681054553,0.00019974754080043233,15.0,43.862945121168586,33,0.014248929210600825,0.016399707886950887,-0.1247669092485637,0.9230769230769231,39.05585681054553,1.0,0.0005721406106441295,5.009262297660143,1,10532112
